stnname,country_left,country_right
Foulquet,FRA,FRA
Foultot,FRA,FRA
Foun du Bosq,FRA,FRA
Foun Rouge,FRA,FRA
Fount d'Ebes,FRA,FRA
Fount de Cabrol,FRA,FRA
Fount de Cousteno,FRA,FRA
Fount de l'Escut Sud,FRA,FRA
Fount de Martino,FRA,FRA
Fount d'en Gazel,FRA,FRA
Fount Densaourino,FRA,FRA
Founy,FRA,FRA
Fouon Borme,FRA,FRA
Fouquerand,FRA,FRA
Fouquerolle,FRA,FRA
Fouquetière,FRA,FRA
Fouras - Ile-d'Aix,$FR,$FR
Fourat Nord,FRA,FRA
Four Bihan,FRA,FRA
Fourc,FRA,FRA
Fourcades,FRA,FRA
Fourcas Est,FRA,FRA
Fourcas Ouest,FRA,FRA
Fourchette,FRA,FRA
Four des Maures,FRA,FRA
Fourdrain Village,FRA,FRA
Foure,FRA,FRA
Fourens,FRA,FRA
Fouret Haut,FRA,FRA
Fourmi,FRA,FRA
Fournay,FRA,FRA
Fourneau de Bretagne,FRA,FRA
Fourneau de Dammarie,FRA,FRA
Fournet Grand Bois,FRA,FRA
Fourneton,FRA,FRA
Fournette,FRA,FRA
Fournière Haute,FRA,FRA
Fournières,FRA,FRA
Fournillou,FRA,FRA
Fourn Teule,FRA,FRA
Fourolles Château,FRA,FRA
Fourq,FRA,FRA
Fourtanay,FRA,FRA
Fourtanet,FRA,FRA
Fourteau,FRA,FRA
Fourties,FRA,FRA
Foutrasse,FRA,FRA
Fouxelle,FRA,FRA
Foyer-Résidence du Clos Pré,FRA,FRA
Foyer Sainte-Thérèse,FRA,FRA
Fraichérode,FRA,FRA
Fraisse Sud,FRA,FRA
Fraissinoux,FRA,FRA
Franc Carney,FRA,FRA
Franceyon,FRA,FRA
Franche Épine,FRA,FRA
Franchemont,FRA,FRA
Francheville Sud,FRA,FRA
Francin Nord,FRA,FRA
Franc-Nord,FRA,FRA
François Brugier,FRA,FRA
François Simonnet,FRA,FRA
Francqueville,FRA,FRA
Frangouille,FRA,FRA
Franquèse,FRA,FRA
Fransouillère Est,FRA,FRA
Frappe-Peyrot,FRA,FRA
Frappier,FRA,FRA
Frayrat d'en Bas,FRA,FRA
Fraysse Nord,FRA,FRA
Fraytet,FRA,FRA
Fraytet Bas,FRA,FRA
Frécambault,FRA,FRA
Frechenglars,FRA,FRA
Fréchet,FRA,FRA
Frechieu,FRA,FRA
Frécu,FRA,FRA
Fredefon,FRA,FRA
Fredefont,FRA,FRA
Frédéric Mistral,FRA,FRA
Freilon,FRA,FRA
Fréjéroque,FRA,FRA
Fremigières,FRA,FRA
Frémizière,FRA,FRA
Frémonds-Nord,FRA,FRA
Frépestel,FRA,FRA
Freries,FRA,FRA
Frescaly,FRA,FRA
Fresneaux,FRA,FRA
Fresnicourt,FRA,FRA
Fresno,FRA,FRA
Frête,FRA,FRA
Freulun,FRA,FRA
Freundstein Ferme Auberge,FRA,FRA
Frévaux,FRA,FRA
Fréville Ouest,FRA,FRA
Freyneau,FRA,FRA
Friches Communales,FRA,FRA
Frinval,FRA,FRA
Friscolaccio,FRA,FRA
Frisel,FRA,FRA
Frissons Sud,FRA,FRA
Frochange,FRA,FRA
Frocqueville,FRA,FRA
Frogy,FRA,FRA
Fromentalou,FRA,FRA
Fromenteau Sud,FRA,FRA
Fromentine - Île d'Yeu,$FR,$FR
Fromentine - Île d'Yeu,FRA,FRA
Fromonville,FRA,FRA
Front,FRA,FRA
Frontenac,FRA,FRA
Froumy,FRA,FRA
Fructivert,FRA,FRA
Frugier,FRA,FRA
Fry An Daou Dour,FRA,FRA
Fryo,FRA,FRA
Fuata,FRA,FRA
Fuerstweg,FRA,FRA
Fumecon Sud,FRA,FRA
Fumée,FRA,FRA
Fumet et Gauthié,FRA,FRA
Fum Forta,FRA,FRA
Funaggiole,FRA,FRA
Furcanese,FRA,FRA
Furet d'Allaire,FRA,FRA
Furraccia,FRA,FRA
Fustayrou,FRA,FRA
Fustie,FRA,FRA
Fustière,FRA,FRA
Fuvaux,FRA,FRA
Fyé,FRA,FRA
Gabardaux,FRA,FRA
Gabarot,FRA,FRA
Gabarret,FRA,FRA
Gabaxou Haut,FRA,FRA
Gabelin,FRA,FRA
Gabelon,FRA,FRA
Gabernard-Bas,FRA,FRA
Gabernard Haut,FRA,FRA
Gabillon,FRA,FRA
Gabiran,FRA,FRA
Gabouriaud Nord,FRA,FRA
Gabrat,FRA,FRA
Gabret,FRA,FRA
Gabriel Gravier,FRA,FRA
Gabrielle de Rochemure,FRA,FRA
Gâcha,FRA,FRA
Gachanto Borda,FRA,FRA
Gachet Nord,FRA,FRA
Gadebuche,FRA,FRA
Gadouer,FRA,FRA
GAEC de la Fée Verte,FRA,FRA
Gafary,FRA,FRA
Gaffardis,FRA,FRA
Gagaï,FRA,FRA
Gageron,FRA,FRA
Gages le Pont,FRA,FRA
Gagnabet,FRA,FRA
Gagnerie de l'Épine,FRA,FRA
Gagnerie des Mottais,FRA,FRA
Gagnerie de Venet,FRA,FRA
Gagnerie du Vernat,FRA,FRA
Gagnier,FRA,FRA
Gagnoulat,FRA,FRA
Gagny,FRA,FRA
Gahète,FRA,FRA
Gaihoelzel,FRA,FRA
Gaillardel,FRA,FRA
Gaillard Est,FRA,FRA
Gaillard Nord,FRA,FRA
Gaillard Tournié,FRA,FRA
Gaillardy,FRA,FRA
Gaillassou,FRA,FRA
Gaillats,FRA,FRA
Gailleux,FRA,FRA
Gaineko Etxeko Bidea,FRA,FRA
Gajague,FRA,FRA
Gal,FRA,FRA
Galafot,FRA,FRA
Galaiserie,FRA,FRA
Galaisière,FRA,FRA
Galajoux,FRA,FRA
Galanteneko Bidea,FRA,FRA
Galardia,FRA,FRA
Galas d'en Haut,FRA,FRA
Galbarioa,FRA,FRA
Galbrun,FRA,FRA
Galerie Berri-Washington,FRA,FRA
Galerie de Guyenne,FRA,FRA
Galerie de l'Iris,FRA,FRA
Galerie de l'Olivier,FRA,FRA
Galerie Élysée-Rond-Point,FRA,FRA
Galerie Marchande Carrefour,FRA,FRA
Galerie Mouffetard-Monge,FRA,FRA
Galerie Pierre Kœnig,FRA,FRA
Galerie Royale,FRA,FRA
Galerie Surcouf,FRA,FRA
Galibran,FRA,FRA
Galifrières,FRA,FRA
Galignan,FRA,FRA
Galimachères,FRA,FRA
Galimas,FRA,FRA
Galipalmos,FRA,FRA
Galistrou,FRA,FRA
Galles de Rauzet,FRA,FRA
Galliardière,FRA,FRA
Galliasse,FRA,FRA
Galmier,FRA,FRA
Galocher,FRA,FRA
Galtière,FRA,FRA
Gamarre,FRA,FRA
Gambaloup,FRA,FRA
Gambosville,FRA,FRA
Gammeron,FRA,FRA
Gampalon,FRA,FRA
Ganac et Majesté,FRA,FRA
Ganchat,FRA,FRA
Ganchat Ouest,FRA,FRA
Gandey,FRA,FRA
Gandillou,FRA,FRA
Gandonne,FRA,FRA
Ganeret,FRA,FRA
Ganessial,FRA,FRA
Ganfard Ouest,FRA,FRA
Ganillou,FRA,FRA
Gaouatch,FRA,FRA
Gaoudi,FRA,FRA
Gaouverte,FRA,FRA
Gapeau,FRA,FRA
Gapillia,FRA,FRA
Gaprée,FRA,FRA
Garabit,FRA,FRA
Garachot,FRA,FRA
Garages de la Corderie,FRA,FRA
Garages du Pech,FRA,FRA
Garagnon,FRA,FRA
Garaia,FRA,FRA
Garangaude,FRA,FRA
Gardeau,FRA,FRA
Garde Bois,FRA,FRA
Gardedeuil,FRA,FRA
Gardenn ar Traezh Gwenn,FRA,FRA
Gardenn Kerviniou,FRA,FRA
Gardenn Toull ar Werzhid,FRA,FRA
Garden Park Névez,FRA,FRA
Garderat,FRA,FRA
Gardères,FRA,FRA
Garderose,FRA,FRA
Gardes Est,FRA,FRA
Garde Vieille,FRA,FRA
Gardiaux,FRA,FRA
Gardigon,FRA,FRA
Gardo Loup,FRA,FRA
Gardonnet,FRA,FRA
Gardou,FRA,FRA
Gare de Bachy,FRA,FRA
Gare de Charmoy,FRA,FRA
Gare de Gignac,FRA,FRA
Gare de Lescherolles,FRA,FRA
Gare de Lure,FRA,FRA
Gare de Marchandises,FRA,FRA
Gare de Saint-Cosme,FRA,FRA
Gare des Marchandises,FRA,FRA
Gareffe,FRA,FRA
Gare Maritime de Camaret-sur-Mer - Port de Brest,$FR,$FR
Garène de Launard,FRA,FRA
Garènes,FRA,FRA
Garenes à Gauche,FRA,FRA
Garen Kervoasdoué,FRA,FRA
Garenne de la Gorse,FRA,FRA
Garenne de Vaucharmes,FRA,FRA
Garenne du Domaine d'en Haut,FRA,FRA
Garenotte,FRA,FRA
Garfous,FRA,FRA
Garganne,FRA,FRA
Gargantua,FRA,FRA
Gargari,FRA,FRA
Gargolis,FRA,FRA
Gargoris,FRA,FRA
Garguier,FRA,FRA
Garibaldi,FRA,FRA
Garissou,FRA,FRA
Garlettes Sud,FRA,FRA
Garlope,FRA,FRA
Garnes Despagne,FRA,FRA
Garn Glaz,FRA,FRA
Garonor Ouest,FRA,FRA
Garosse Nord,FRA,FRA
Garosse Sud,FRA,FRA
Garoune,FRA,FRA
Garouns,FRA,FRA
Garozon,FRA,FRA
Garrabuihe,FRA,FRA
Garraubière,FRA,FRA
Garravel,FRA,FRA
Garre,FRA,FRA
Garrelède,FRA,FRA
Garrenot,FRA,FRA
Garri,FRA,FRA
Garrials,FRA,FRA
Garri du Gay,FRA,FRA
Garrieux,FRA,FRA
Garriga del Mas Quinta,FRA,FRA
Garrigot,FRA,FRA
Garrigue d'Ouveillan,FRA,FRA
Garros Naou,FRA,FRA
Garroussals,FRA,FRA
Garsangroas,FRA,FRA
Garsarbik Vihan,FRA,FRA
Garsasaux,FRA,FRA
Garsmaria,FRA,FRA
Gars Yann,FRA,FRA
Gaschney,FRA,FRA
Gaschon,FRA,FRA
Gascouin,FRA,FRA
Gasnioux,FRA,FRA
Gaspardon,FRA,FRA
Gasque-Nord,FRA,FRA
Gasquignoles,FRA,FRA
Gasserot,FRA,FRA
Gassière,FRA,FRA
Gassieu Bas,FRA,FRA
Gassiot Nord,FRA,FRA
Gastambideco Borda Celhaya,FRA,FRA
Gastine Sarot,FRA,FRA
Gastonnet,FRA,FRA
Gastoun,FRA,FRA
Gateblat,FRA,FRA
Gâté Bourse,FRA,FRA
Gatel,FRA,FRA
Gâtel,FRA,FRA
Gâte-Roudière,FRA,FRA
Gatifol,FRA,FRA
Gâts,FRA,FRA
Gattières,FRA,FRA
Gattone,FRA,FRA
Gaubète,FRA,FRA
Gaubier,FRA,FRA
Gauchey,FRA,FRA
Gauchin,FRA,FRA
Gauchoux,FRA,FRA
Gauchsmatt,FRA,FRA
Gaudine,FRA,FRA
Gaudines,FRA,FRA
Gaudissard Haut,FRA,FRA
Gauducheau,FRA,FRA
Gaugailles,FRA,FRA
Gauliac,FRA,FRA
Gaulin,FRA,FRA
Gaulou,FRA,FRA
Gaussinière,FRA,FRA
Gaussou,FRA,FRA
Gauthie,FRA,FRA
Gauthier Sud,FRA,FRA
Gautière,FRA,FRA
Gauvry,FRA,FRA
Gavachots,FRA,FRA
Gavres - Port-Louis,$FR,$FR
Gayac,FRA,FRA
Gaylard,FRA,FRA
Gazac,FRA,FRA
Gazalet,FRA,FRA
Gazecmein,FRA,FRA
Gazeneau,FRA,FRA
Gaztainbidekobidea,FRA,FRA
Gaztenerrekako Bidea,FRA,FRA
Gea de Poumier,FRA,FRA
Géhenne,FRA,FRA
Gelibaudière et Séverat,FRA,FRA
Gelleyre,FRA,FRA
Gelouse,FRA,FRA
Gélus,FRA,FRA
Gemeillan,FRA,FRA
Gémeillan,FRA,FRA
Gemeindewald,FRA,FRA
Gémont,FRA,FRA
Génainville,FRA,FRA
Genèbre,FRA,FRA
Generille,FRA,FRA
Genetay du Gaz,FRA,FRA
Gengendre,FRA,FRA
Génibrouse,FRA,FRA
Génisson Sud,FRA,FRA
Gennes-Le Thoureil,FRA,FRA
Gennetenne,FRA,FRA
Genneton,FRA,FRA
Genova - Bastia,$FR,$FR
Gensac Bas,FRA,FRA
Gentic,FRA,FRA
Gentil Coq,FRA,FRA
George V - Meuse,FRA,FRA
Gerbainchamps,FRA,FRA
Gerdais,FRA,FRA
Geriza,FRA,FRA
Germand,FRA,FRA
Germentay,FRA,FRA
Germietako Bidea,FRA,FRA
Germondière,FRA,FRA
Germoun,FRA,FRA
Gerouard,FRA,FRA
Gérouard,FRA,FRA
Gerstrain,FRA,FRA
Gervesie,FRA,FRA
Gessellmatten,FRA,FRA
Gevrier,FRA,FRA
Ghes,FRA,FRA
Ghiarghia,FRA,FRA
Ghisonaccia-Gare,FRA,FRA
Ghyvetstraete,FRA,FRA
Giacherellu,FRA,FRA
Giacone,FRA,FRA
Gibardeu,FRA,FRA
Gibelet,FRA,FRA
Gibelhegieta,FRA,FRA
Gibelle et Maouhourat,FRA,FRA
Giberprey,FRA,FRA
Gibonnais,FRA,FRA
Giboury,FRA,FRA
Gibra,FRA,FRA
Gichorle,FRA,FRA
Giens - Ile de Porquerolles,$FR,$FR
Giffécourt,FRA,FRA
Gigaro,FRA,FRA
Gigery,FRA,FRA
Gignat,FRA,FRA
Gigy,FRA,FRA
Gilabert,FRA,FRA
Giliargues,FRA,FRA
Gillardeau Est,FRA,FRA
Gillet Ouest,FRA,FRA
Gilt,FRA,FRA
Gimbra,FRA,FRA
Gimbre,FRA,FRA
Ginestes,FRA,FRA
Ginestoux,FRA,FRA
Gineyret,FRA,FRA
Ginières,FRA,FRA
Ginouillac,FRA,FRA
Ginoux d'en Haut,FRA,FRA
Gioulet,FRA,FRA
Gioure,FRA,FRA
Gipon,FRA,FRA
Gipou,FRA,FRA
Girald Est,FRA,FRA
Girald Ouest,FRA,FRA
Giratoire de Dolgellau,FRA,FRA
Giratoire de Kerbiniou,FRA,FRA
Giratoire de Larrondouette,FRA,FRA
Giratoire de Villeneuve,FRA,FRA
Giratoire du 8 Mai,FRA,FRA
Giratoire du Docteur Pierre Délie,FRA,FRA
Giratoire du Dôme,FRA,FRA
Giratoire Henri Becquerel,FRA,FRA
Giratoire Jacqueline Auriol,FRA,FRA
Girode,FRA,FRA
Girondels,FRA,FRA
Gissenheimer Bann,FRA,FRA
Gîte de la Mancelière,FRA,FRA
Gîte de Val d'Oyré,FRA,FRA
Giumellaccio,FRA,FRA
Giut,FRA,FRA
Givray Ferme Sud,FRA,FRA
Glaintain,FRA,FRA
Glaintin,FRA,FRA
Glapigneux Dessous,FRA,FRA
Glarand,FRA,FRA
Glargin,FRA,FRA
Glatigny en Haut,FRA,FRA
Glaye,FRA,FRA
Glent Ru,FRA,FRA
Gleny,FRA,FRA
Glérivan,FRA,FRA
Glérois,FRA,FRA
Gleyre,FRA,FRA
Gleys,FRA,FRA
Gleysette,FRA,FRA
Gleyzette,FRA,FRA
Glourite,FRA,FRA
Glouzi Est,FRA,FRA
Gnagnoua,FRA,FRA
Goandour Vihan,FRA,FRA
Goarem Izella,FRA,FRA
Goarem Kernardu,FRA,FRA
Goarem Kernaveno,FRA,FRA
Goarem Lanvern,FRA,FRA
Goarem Park Marr,FRA,FRA
Goarem Roux,FRA,FRA
Goarneden,FRA,FRA
Goas An Ac,FRA,FRA
Goas an Garnel,FRA,FRA
Goas an Quibou,FRA,FRA
Goas ar Gonan,FRA,FRA
Goas ar Lao,FRA,FRA
Goaseuzen,FRA,FRA
Goasmat,FRA,FRA
Goas Per,FRA,FRA
Goas Rivet Bras,FRA,FRA
Goaz an Garnel,FRA,FRA
Goaz Bian,FRA,FRA
Goazourès,FRA,FRA
Gobourg,FRA,FRA
Godange,FRA,FRA
Godaux,FRA,FRA
Gode,FRA,FRA
Godoney,FRA,FRA
Godusse,FRA,FRA
Goël,FRA,FRA
Goëlet Kéar,FRA,FRA
Goeronen,FRA,FRA
Goesfroment,FRA,FRA
Goèsmeret,FRA,FRA
Goeven,FRA,FRA
Goffouennec,FRA,FRA
Gohardais,FRA,FRA
Gohehuer,FRA,FRA
Goheo,FRA,FRA
Goh Guernevé,FRA,FRA
Goh Ker,FRA,FRA
Gohlut,FRA,FRA
Goille,FRA,FRA
Golet au Loup,FRA,FRA
Golfe-Juan - Cannes,$FR,$FR
Golfe-Juan - Cannes,FRA,FRA
Golfe-Juan - Île Sainte-Marguerite,$FR,$FR
Golfe-Juan - Île Sainte-Marguerite,FRA,FRA
Golfe-Juan - Monaco,$FR,$FR
Golfe-Juan - Monaco,FRA,FRA
Golfe-Juan - Saint-Tropez,$FR,$FR
Golfe-Juan - Saint-Tropez,FRA,FRA
Gollen Bras,FRA,FRA
Golony,FRA,FRA
Gombillon,FRA,FRA
Gomenan,FRA,FRA
Gomes,FRA,FRA
Gommer,FRA,FRA
Goncourt,FRA,FRA
Gondail,FRA,FRA
Gondrin,FRA,FRA
Goneri,FRA,FRA
Gono,FRA,FRA
Gontier Haut,FRA,FRA
Gonvilly,FRA,FRA
Gorge d'Oie,FRA,FRA
Gorléans,FRA,FRA
Gorrequer Bihan,FRA,FRA
Gorrequer Trevereur,FRA,FRA
Gorret,FRA,FRA
Gorze,FRA,FRA
Gosvoalet,FRA,FRA
Got Ferrat,FRA,FRA
Gothières,FRA,FRA
Gouahiers,FRA,FRA
Gouairière,FRA,FRA
Goual,FRA,FRA
Gouarh Quick,FRA,FRA
Goubard,FRA,FRA
Goudandaou,FRA,FRA
Goudaye,FRA,FRA
Goudelancourt-lès-Berrieux,FRA,FRA
Goudet,FRA,FRA
Goudichaux,FRA,FRA
Goudoles,FRA,FRA
Goue en Dessous,FRA,FRA
Gouelet ar Len,FRA,FRA
Gouélet Tréo Braz,FRA,FRA
Gouénard,FRA,FRA
Gouerch Vras,FRA,FRA
Gouey de Piteau,FRA,FRA
Gougear,FRA,FRA
Gougon,FRA,FRA
Gougouran,FRA,FRA
Gouille,FRA,FRA
Goujon d'en Haut,FRA,FRA
Goulat Ouest,FRA,FRA
Goulièvre,FRA,FRA
Goulpas Nord,FRA,FRA
Goupillère,FRA,FRA
Gourdoire,FRA,FRA
Gourdonnelais,FRA,FRA
Gourdougnac,FRA,FRA
Gourdou-Nord,FRA,FRA
Gourec,FRA,FRA
Gourg de la Serbio,FRA,FRA
Gourg d'Entane,FRA,FRA
Gourgeat,FRA,FRA
Gourgets,FRA,FRA
Gourgoussou Nord,FRA,FRA
Gourguets,FRA,FRA
Gourgueyrol,FRA,FRA
Gourmachou,FRA,FRA
Gournies,FRA,FRA
Gourny,FRA,FRA
Gouroues,FRA,FRA
Gourouzic,FRA,FRA
Gourran,FRA,FRA
Gourrié,FRA,FRA
Gourrinon,FRA,FRA
Gourrou,FRA,FRA
Goursac Bas,FRA,FRA
Goursins,FRA,FRA
Gourvilliers,FRA,FRA
Goute Bonne,FRA,FRA
Goutillètes,FRA,FRA
Goutillon,FRA,FRA
Goutilongue et Bexanete,FRA,FRA
Goutiman,FRA,FRA
Gouto Pruméro,FRA,FRA
Goutreuil,FRA,FRA
Gouttarilloux,FRA,FRA
Goutte au Lac,FRA,FRA
Goutte Bouze,FRA,FRA
Goutte Cherine,FRA,FRA
Goutte de Bord,FRA,FRA
Goutte Fougère,FRA,FRA
Gouvault,FRA,FRA
Gouzes,FRA,FRA
Gozforn,FRA,FRA
Grabaney,FRA,FRA
Grabiaux Nord,FRA,FRA
Grabielou,FRA,FRA
Graboult,FRA,FRA
Gracet,FRA,FRA
Graclan,FRA,FRA
Gracy,FRA,FRA
Gradacce,FRA,FRA
Gradecap,FRA,FRA
Graffanaud,FRA,FRA
Gragginato,FRA,FRA
Gragnos,FRA,FRA
Grahaut,FRA,FRA
Grailhe,FRA,FRA
Graillet-Sud,FRA,FRA
Graimenous,FRA,FRA
Grain,FRA,FRA
Graineterie,FRA,FRA
Graingallet,FRA,FRA
Gralère,FRA,FRA
Gramond Ouest,FRA,FRA
Grand Argence,FRA,FRA
Grand Avanry,FRA,FRA
Grand Balat,FRA,FRA
Grand Barail,FRA,FRA
Grand Barrère,FRA,FRA
Grand Barry,FRA,FRA
Grand Bessac,FRA,FRA
Grand Beuzelin,FRA,FRA
Grand Bideau,FRA,FRA
Grand Bigot,FRA,FRA
Grand Bois des Montées,FRA,FRA
Grand Bourg Neuf,FRA,FRA
Grand Bouscat,FRA,FRA
Grand Bouyet,FRA,FRA
Grand Bouzic Haut,FRA,FRA
Grand Butte,FRA,FRA
Grand Caillevat,FRA,FRA
Grand Callamand,FRA,FRA
Grandcamp,FRA,FRA
Grand Cancet,FRA,FRA
Grand Canton,FRA,FRA
Grand Capron,FRA,FRA
Grand Cazereils,FRA,FRA
Grand Champ d'Augy,FRA,FRA
Grand Champ du Mousseau,FRA,FRA
Grandchamp-le-Château,FRA,FRA
Grand Champ Saint-Vérin,FRA,FRA
Grand Chaudeau Est,FRA,FRA
Grand Chauffour,FRA,FRA
Grand Chaume,FRA,FRA
Grand Chemin de Frémoy,FRA,FRA
Grand Chemin de Tournai,FRA,FRA
Grand Chemin Perre,FRA,FRA
Grand Chevronne,FRA,FRA
Grand Chirat,FRA,FRA
Grand Chottin,FRA,FRA
Grand-Claye,FRA,FRA
Grand Clos Saint-Germain,FRA,FRA
Grand Conil,FRA,FRA
Grand Corru,FRA,FRA
Grand Coru,FRA,FRA
Grandcour,FRA,FRA
Grand Courbis,FRA,FRA
Grand Courdemanche,FRA,FRA
Grand Courtil Évin,FRA,FRA
Grand Crohot,FRA,FRA
Grand Culty,FRA,FRA
Grand Deau,FRA,FRA
Grand Domaine de la Gilard,FRA,FRA
Grand Draille Sud,FRA,FRA
Grande Allée du Corniche,FRA,FRA
Grande Beaute,FRA,FRA
Grande Bodine,FRA,FRA
Grande Bourdonnière,FRA,FRA
Grande Chaponnière,FRA,FRA
Grande Chevelure,FRA,FRA
Grande Cour Baudette,FRA,FRA
Grande Dangereuse,FRA,FRA
Grande Draille,FRA,FRA
Grande Écorce,FRA,FRA
Grandefon Sud,FRA,FRA
Grande Galienais,FRA,FRA
Grande Gâtine,FRA,FRA
Grande Gaudelinière,FRA,FRA
Grande Pagaud,FRA,FRA
Grande Palus,FRA,FRA
Grande Péreyre,FRA,FRA
Grande Pièce de Forge,FRA,FRA
Grande Pièce des Hâtes,FRA,FRA
Grande Pièce des Rivières,FRA,FRA
Grande place,FRA,FRA
Grande Place du Général de Gaulle,FRA,FRA
Grande Rue à Frireulles,FRA,FRA
Grande Rue à Montseugny,FRA,FRA
Grande Rue Anthon,FRA,FRA
Grande Rue Cassebiau,FRA,FRA
Grande Rue Centrale,FRA,FRA
Grande Rue Coupée,FRA,FRA
Grande Rue de Buyon,FRA,FRA
Grande Rue de Hurt,FRA,FRA
Grande Rue de Jaux,FRA,FRA
Grande Rue de Lavau,FRA,FRA
Grande Rue de Quatre Mares,FRA,FRA
Grande Rue de Vaucelles,FRA,FRA
Grande Rue de Vezet,FRA,FRA
Grande Rue du Capitoul,FRA,FRA
Grande Rue du Village,FRA,FRA
Grande Rue Grande Route,FRA,FRA
Grande Rue Hamicourt,FRA,FRA
Grande Rue-Hoscas,FRA,FRA
Grande Ruelle de la Roche,FRA,FRA
Grande Rue Petit Courgain,FRA,FRA
Grande Rue Vauchamps,FRA,FRA
Grandes Aubues,FRA,FRA
Grand Escalier,FRA,FRA
Grandes Chaumes,FRA,FRA
Grandes Landes,FRA,FRA
Grandes Rivailles,FRA,FRA
Grandes Salles,FRA,FRA
Grandes Terres Nord,FRA,FRA
Grande Tranchée,FRA,FRA
Grande Tuillère,FRA,FRA
Grande Vezelle,FRA,FRA
Grande Virade,FRA,FRA
Grande Voie de Sucy,FRA,FRA
Grande Voirie,FRA,FRA
Grand Ferrand,FRA,FRA
Grand Fourrat,FRA,FRA
Grand Frappe Sud,FRA,FRA
Grand Frau,FRA,FRA
Grand Gerault,FRA,FRA
Grand Gondon,FRA,FRA
Grand Gouzil,FRA,FRA
Grand Guilhem,FRA,FRA
Grand Hameau,FRA,FRA
Grand Hamel,FRA,FRA
Grand Haut Charil,FRA,FRA
Grand Haut des Vignes,FRA,FRA
Grand Hazères,FRA,FRA
Grand Herbage des Airreries,FRA,FRA
Grand Herbouville,FRA,FRA
Grand Hermas,FRA,FRA
Grandi,FRA,FRA
Grand Jar,FRA,FRA
Grand Jardin de Tartifume,FRA,FRA
Grand Kerhouant,FRA,FRA
Grand Kerven,FRA,FRA
Grand'Lande,FRA,FRA
Grand Lanné,FRA,FRA
Grand Lattay,FRA,FRA
Grand Lifoy,FRA,FRA
Grand Marais d'Itteville,FRA,FRA
Grand Marchez,FRA,FRA
Grand Mille Brugghe,FRA,FRA
Grand Mont-Chevet,FRA,FRA
Grand Moulignie,FRA,FRA
Grand Moulin de la Musse,FRA,FRA
Grand Ouche,FRA,FRA
Grand Paquet,FRA,FRA
Grand Pargade-Est,FRA,FRA
Grand Passage,FRA,FRA
Grand Pâtis,FRA,FRA
Grand Pâtis des Landes,FRA,FRA
Grand Pey,FRA,FRA
Grand Plan Menu,FRA,FRA
Grand Plessis,FRA,FRA
Grand Poussade,FRA,FRA
Grand Pra,FRA,FRA
Grand Puits,FRA,FRA
Grand Quatourze,FRA,FRA
Grand Quello,FRA,FRA
Grand Quinze,FRA,FRA
Grand Retard,FRA,FRA
Grand Rétiveau,FRA,FRA
Grandroque,FRA,FRA
Grand'Rue Arts et des Métiers,FRA,FRA
Grand Rue de Dompierre,FRA,FRA
Grand Rue de la Coupée,FRA,FRA
Grand'Rue de la Villedé,FRA,FRA
Grand'Rue de l'Horloge,FRA,FRA
Grand Rue de Morest,FRA,FRA
Grand'Rue du Puits,FRA,FRA
Grand'Rue du Vivier,FRA,FRA
Grand'Rue Pierre Braun,FRA,FRA
Grand-Rue Villers sur Thère,FRA,FRA
Grand Salagine,FRA,FRA
Grand Saoussedet,FRA,FRA
Grand Sarrot-Sud,FRA,FRA
Grands Champs de Bossuet,FRA,FRA
Grands Champs des Nauves Est,FRA,FRA
Grands Champs du Matha Nord,FRA,FRA
Grands Champs du Serraille,FRA,FRA
Grand Sec Bois,FRA,FRA
Grand Sentier de Barbamont,FRA,FRA
Grand Sentier de Bel Air,FRA,FRA
Grand Sentier des Grandes Vignes,FRA,FRA
Grands Grands Mesnils,FRA,FRA
Grands Moulins et les Cordeliers,FRA,FRA
Grands Vignes,FRA,FRA
Grand Thibaud,FRA,FRA
Grand Tizin,FRA,FRA
Grand Tour,FRA,FRA
Grand Tronc,FRA,FRA
Grand Valat,FRA,FRA
Grand Vallée,FRA,FRA
Grand Verdus,FRA,FRA
Grand Vignoble,FRA,FRA
Grand Vys,FRA,FRA
Granec,FRA,FRA
Granereau Bas,FRA,FRA
Grangebert,FRA,FRA
Grange Carré,FRA,FRA
Grange Dasse,FRA,FRA
Grange de Brintenas,FRA,FRA
Grange de la Foire Ouest,FRA,FRA
Grange de Lagarde,FRA,FRA
Grange de las Sibades,FRA,FRA
Grange de Plan,FRA,FRA
Grange des Champs,FRA,FRA
Grange des Filles,FRA,FRA
Grange des Sept Chemins,FRA,FRA
Grange du Marais,FRA,FRA
Grange du Potat,FRA,FRA
Grange Laye,FRA,FRA
Grangemenant,FRA,FRA
Grange Ouest,FRA,FRA
Grange Pierre,FRA,FRA
Grange Premier,FRA,FRA
Grangeraies,FRA,FRA
Granges Brûlées,FRA,FRA
Granges de Crolus,FRA,FRA
Granges d'Olichamp,FRA,FRA
Granges du Bouchet,FRA,FRA
Graniers,FRA,FRA
Granjot,FRA,FRA
Grannec,FRA,FRA
Gran Pesse,FRA,FRA
Gransaigne,FRA,FRA
Gransche,FRA,FRA
Grans Jaugas,FRA,FRA
Granville - Chausey,$FR,$FR
Granville - Chausey,FRA,FRA
Granville - Saint Helier,$FR,$FR
Grapineau,FRA,FRA
Gras Agneau,FRA,FRA
Grasaquey,FRA,FRA
Gras d'Ève,FRA,FRA
Gras Painel,FRA,FRA
